avg_frame_rate,bit_rate,bits_per_raw_sample,chroma_location,codec_long_name,codec_name,codec_tag,codec_tag_string,codec_time_base,codec_type,coded_height,coded_width,color_primaries,color_range,color_space,color_transfer,display_aspect_ratio,disposition,duration,duration_ts,has_b_frames,height,index,is_avc,level,nal_length_size,nb_frames,pix_fmt,profile,r_frame_rate,refs,sample_aspect_ratio,start_pts,start_time,tags,time_base,width,class
30/1,296797,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,480,864,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",15.166667,232960,2,480,0,true,31,4,455,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,854,0.77
25/1,1961876,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,1088,1920,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",22.080000,282624,2,1080,0,true,40,4,552,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,1920,0.77
25/1,532639,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,720,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",18.600000,238080,2,480,0,true,30,4,465,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,720,0.77
30/1,1113206,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",10.200000,156672,2,720,0,true,31,4,306,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
30/1,544079,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,480,656,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",48.833333,750080,2,480,0,true,30,4,1465,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,654,0.77
30/1,407440,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",12.900000,198144,2,480,0,true,30,4,387,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,640,0.77
25/1,466273,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,656,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",12.440000,159232,2,480,0,true,30,4,311,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,656,0.77
30/1,553480,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",16.333333,250880,2,480,0,true,30,4,490,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,640,0.77
30/1,1012814,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",10.766667,165376,2,720,0,true,31,4,323,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
30/1,612970,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",10.733333,164864,2,720,0,true,31,4,322,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
30/1,1022179,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",15.800000,242688,2,720,0,true,31,4,474,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
25/1,331547,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",16.960000,217088,2,480,0,true,30,4,424,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,640,0.77
25/1,460088,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,656,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",13.240000,169472,2,480,0,true,30,4,331,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,656,0.77
30/1,677136,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",32.200000,494592,2,720,0,true,31,4,966,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
25/1,272147,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",17.960000,229888,2,480,0,true,30,4,449,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,640,0.77
30/1,597021,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",30.200000,463872,2,480,0,true,30,4,906,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,640,0.77
30/1,352563,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,480,864,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",20.200000,310272,2,480,0,true,31,4,606,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,854,0.77
30/1,579010,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",10.300000,158208,2,720,0,true,31,4,309,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
25/1,388008,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,864,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",23.760000,304128,2,480,0,true,30,4,594,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,854,0.77
30/1,272934,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",32.200000,494592,2,480,0,true,30,4,966,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,640,0.77
30/1,1964174,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,1088,1920,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",16.100000,247296,2,1080,0,true,40,4,483,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1920,0.77
30/1,763443,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",12.766667,196096,2,720,0,true,31,4,383,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
30/1,754527,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",22.266667,342016,2,720,0,true,31,4,668,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
30/1,1287673,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",15.833333,243200,2,720,0,true,31,4,475,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
25/1,228916,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",21.720000,278016,2,480,0,true,30,4,543,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,640,0.77
25/1,340090,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,720,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",23.880000,305664,2,480,0,true,30,4,597,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,720,0.77
30/1,525106,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",14.066667,216064,2,480,0,true,30,4,422,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,640,0.77
30/1,1534867,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,1088,1920,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",11.000000,168960,2,1080,0,true,40,4,330,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1920,0.77
30/1,1171473,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",14.166667,217600,2,720,0,true,31,4,425,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
25/1,455165,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,656,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",30.320000,388096,2,480,0,true,30,4,758,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,656,0.77
30/1,1231759,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",20.133333,309248,2,720,0,true,31,4,604,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
25/1,1409838,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,1088,1920,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",16.440000,210432,2,1080,0,true,40,4,411,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,1920,0.77
25/1,326916,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",13.440000,172032,2,480,0,true,30,4,336,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,640,0.77
25/1,208401,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,656,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",15.600000,199680,2,480,0,true,30,4,390,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,656,0.77
30/1,418065,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",18.966667,291328,2,480,0,true,30,4,569,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,640,0.77
15/1,301899,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/30,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",20.933333,321536,2,480,0,true,22,4,314,yuv444p,High 4:4:4 Predictive,15/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,640,0.77
25/1,265800,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,608,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",23.920000,306176,2,480,0,true,30,4,598,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,600,0.77
25/1,295117,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",30.520000,390656,2,480,0,true,30,4,763,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,640,0.77
25/1,322489,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,864,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",35.000000,448000,2,480,0,true,30,4,875,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,854,0.77
25/1,531497,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,656,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",22.840000,292352,2,480,0,true,30,4,571,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,656,0.77
25/1,272852,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",24.400000,312320,2,480,0,true,30,4,610,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,640,0.77
25/1,658017,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",33.720000,431616,2,720,0,true,31,4,843,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,1280,0.77
25/1,243909,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,608,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",29.120000,372736,2,480,0,true,30,4,728,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,600,0.77
25/1,273981,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,640,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",15.120000,193536,2,480,0,true,30,4,378,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,640,0.77
30/1,563897,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",16.733333,257024,2,720,0,true,31,4,502,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,1280,0.77
25/1,350120,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,480,608,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",34.000000,435200,2,480,0,true,30,4,850,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,600,0.77
25/1,1018786,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/50,video,720,1280,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",15.000000,192000,2,720,0,true,31,4,375,yuv444p,High 4:4:4 Predictive,25/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/12800,1280,0.77
30/1,696132,8,left,H.264 / AVC / MPEG-4 AVC / MPEG-4 part 10,h264,0x31637661,avc1,1/60,video,720,960,,,,,,"{'default': 1, 'dub': 0, 'original': 0, 'comment': 0, 'lyrics': 0, 'karaoke': 0, 'forced': 0, 'hearing_impaired': 0, 'visual_impaired': 0, 'clean_effects': 0, 'attached_pic': 0, 'timed_thumbnails': 0}",12.266667,188416,2,720,0,true,31,4,368,yuv444p,High 4:4:4 Predictive,30/1,1,,0,0.000000,"{'language': 'und', 'handler_name': 'VideoHandler'}",1/15360,960,0.77
